company_id,entity_type,entity_id,parent_id,name,normalized_name,permalink,category_code,status,founded_at,closed_at,domain,homepage_url,twitter_username,logo_url,logo_width,logo_height,short_description,description,overview,tag_list,country_code,state_code,city,region,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,created_by,created_at,updated_at,aquisition_price_amount
c:10241,Company,10241,NA,Global Crossing,global crossing,/company/global-crossing,public_relations,acquired,1997-01-01,NA,globalcrossing.com,http://www.globalcrossing.com,GlobalCrossing,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0010/8426/108426v1-max-250x250.jpg,250,55,NA,IP Telecommunications,"Global Crossing Limited (GCL) is a communications solutions provider. The Company offers a range of data, voice and collaboration services. Its operations are based principally in North America, Europe, Latin America and a portion of the Asia/Pacific region. The Company operates through three segments: Global Crossing (UK) Telecommunications Limited (GCUK) and its subsidiaries (the GCUK Segment), which provide services primarily to customers in the United Kingdom; GC Impsat Holdings I Plc (GC Impsat), and its subsidiaries (the GC Impsat Segment), which provide services primarily to customers in Latin America, and GCL and its other subsidiaries (ROW Segment), which represent all its operations outside of the GCUK Segment and the GC Impsat Segment, and operates primarily in North America, with smaller operations in Europe, Latin America and Asia.",NA,USA,NJ,Florham Park,Florham Park,NA,NA,0,0,1997-03-01,1997-03-01,1,41000000,2009-01-01,2011-04-11,2,16,NA,2008-08-28T06:03:25Z,2011-07-23T17:14:06Z,3000000000
c:10253,Company,10253,NA,iWeb Technologies,iweb technologies,/company/iweb-technologies,network_hosting,acquired,1996-10-01,NA,iweb.com,http://iweb.com,iweb,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0002/7188/27188v5-max-250x250.jpg,240,178,NA,Internet Hosting,"iWeb is a leading Canadian provider of advanced Internet Hosting Services and IT Infrastructures through shared hosting, unmanaged and managed dedicated servers and colocation.

The company operations three datacenters and delivers Internet Hosting Services in English, French and Spanish to businesses of all sizes and kinds around the world, serving customers from more than 135 countries worldwide.","datacenter, hosting, web-hosting, dedicated-server, server",CAN,NA,"Montreal, QuÃ©bec",Montreal,NA,NA,0,0,2006-06-26,2008-08-27,6,33521974,NA,NA,0,4,NA,2008-08-28T18:19:16Z,2013-03-27T00:00:34Z,145000000
c:102572,Company,102572,NA,"Sensing System, Inc",sensing system,/company/sensing-system-inc,NA,acquired,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,2011-09-09T08:32:44Z,2011-11-09T21:27:28Z,8500000
c:102573,Company,102573,NA,"Mobile Video Services, Inc",mobile video services,/company/mobile-video-services-inc,NA,acquired,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,2011-09-09T08:32:46Z,2011-11-09T21:27:29Z,4000000
c:102575,Company,102575,NA,"Peak Performance Technologies, Inc",peak performance technologies,/company/peak-performance-technologies-inc,NA,acquired,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,2011-09-09T08:32:48Z,2011-11-09T21:27:30Z,1100000
c:102849,Company,102849,NA,Golfsmith,golfsmith,/company/golfsmith,NA,acquired,NA,NA,golfsmith.com,http://www.golfsmith.com,Golfsmith,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0016/3722/163722v1-max-250x250.jpg,296,72,Golfsmith is a specialty-golf retailer operating in 151 retail locations and offering 24/7 online shopping.,NA,"Golfsmith International is the worlds largest specialty-golf retailer, operating nearly 150 stores in the U.S. and Canada. Everything we do is designed to give players the ultimate in-store and on-the-course experience. Comprised of Golfsmith in the U.S. and Golf Town in Canada, following a merger of the two companies in 2012, Golfsmith International is the midst of an exciting period of growth and expansion.",NA,USA,TX,Austin,Austin,NA,NA,0,0,2013-09-18,2013-09-18,1,125000000,2000-05-01,2000-05-01,1,1,NA,2011-09-09T20:06:08Z,2013-09-19T03:46:32Z,96000000
c:10356,Company,10356,NA,Ciao,ciao,/company/ciao,web,acquired,1999-01-01,NA,ciao.com,http://www.ciao.com,ciao_uk,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0002/4373/24373v2-max-250x250.png,144,40,NA,Product Review Portal,"Ciao is an online community that critically reviews and rates millions of products and services for the benefit of other consumers. Available free of charge to consumers in local language versions in major western European and North American markets, Ciao combines unbiased consumer reviews and up-to-date price information from hundreds of online retailers to make it the most comprehensive source of intelligent shopping on the web.

[Microsoft](/company/microsoft) purchased Ciao in August, 2008.

","comparison, online-shopping, reviews",DEU,NA,Munich,Munich,NA,NA,0,0,NA,NA,0,0,2001-01-01,2011-12-21,2,2,joel,2008-08-30T23:19:33Z,2013-04-09T11:01:25Z,154000000
c:104196,Company,104196,NA,Ascension Orthopedics,ascension orthopedics,/company/ascension-orthopedics,biotech,acquired,1996-01-01,NA,ascensionortho.com,http://www.ascensionortho.com,NA,NA,0,0,NA,NA,"Ascension Orthopedics, Inc. produces and sells orthopedic products for the upper and lower limbs to help patients suffering from pain and dysfunction in the United States and internationally. Its joint replacement products include implants for the shoulder, elbow, wrist, hand, foot, soft tissue, and ankle applications. The company was founded in 1992 and is based in Austin, Texas.",NA,USA,TX,Austin,Austin,NA,NA,0,0,2011-07-20,2011-07-20,1,18664050,NA,NA,0,2,arun,2011-09-13T03:24:39Z,2013-12-10T23:30:15Z,65000000
c:10421,Company,10421,NA,TurnTide,turntide,/company/turntide,NA,acquired,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"TurnTide Inc. was an anti-spam technology company founded in 2004 and based in Conshohocken, Pennsylvania. 

The firm was created as a spin-off corporation from privacy and anti-spam technology firm ePrivacy Group to bring to market the world's first anti-spam router. The technology, linking anti-spam detection algorithms with network-level flow controls, was originally marketed by ePrivacy Group under the name ""SpamSquelcher"".

TurnTide was acquired by Symantec six months after its creation for USD $28 million",NA,NA,NA,NA,unknown,NA,NA,0,0,2003-01-01,2003-01-01,1,750000,2004-01-01,2004-01-01,1,4,NA,2008-09-01T23:20:23Z,2011-08-02T18:53:10Z,28000000
c:10455,Company,10455,NA,AKQA,akqa,/company/akqa,advertising,acquired,1995-01-01,NA,akqa.com,http://akqa.com,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0002/4515/24515v2-max-250x250.png,164,96,NA,NA,"AKQA is an American privately held company, specializing in interactive marketing. The company is headquartered in San Francisco and has offices in Washington D.C, New York, London, Amsterdam, and Shanghai with 550 full-time employees. AKQA specializes in internet and digital marketing, serving numerous clients including Coca-Cola, Fiat, McDonald's, Microsoft, Nike, Inc., and Visa[2]. One of the company's most visible non-advertising projects was the design of the user interface for the Xbox 360 video game console.",NA,USA,CA,San Francisco,SF Bay,2013-06-06,2013-06-06,1,1,NA,NA,0,0,2012-08-01,2012-11-01,2,20,NA,2008-09-03T07:39:30Z,2010-01-06T18:31:57Z,200000000
c:10479,Company,10479,NA,Vantagenet,vantagenet,/company/vantagenet-inc,web,acquired,1997-01-01,NA,NA,NA,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0002/5613/25613v2-max-250x250.png,153,62,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,0,0,NA,NA,0,0,NA,NA,0,2,NA,2008-09-03T22:53:51Z,2008-10-03T06:38:34Z,550000
c:10485,Company,10485,NA,GE Healthcare,ge healthcare,/company/ge-healthcare,biotech,acquired,NA,NA,gehealthcare.com,http://www.gehealthcare.com,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0010/7238/107238v1-max-250x250.png,56,56,NA,NA,"GE Healthcare provides transformational medical technologies and services that are shaping a new age of patient care. Our broad expertise in medical imaging and information technologies, medical diagnostics, patient monitoring systems, drug discovery, biopharmaceutical manufacturing technologies, performance improvement and performance solutions services help our customers to deliver better care to more people around the world at a lower cost. In addition, we partner with healthcare leaders, striving to leverage the global policy change necessary to implement a successful shift to sustainable healthcare systems.",NA,NA,NA,NA,unknown,2011-11-07,2012-12-11,2,2,NA,NA,0,0,2012-01-01,2013-11-26,2,60,NA,2008-09-04T03:00:47Z,2010-10-26T02:47:39Z,500000000
c:105,Company,105,NA,Surphace,surphace,/company/sphere,web,acquired,2005-06-01,NA,surphace.com,http://surphace.com,SurphaceS4,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0000/1864/1864v4-max-250x250.png,348,78,NA,Contextual Content Tools,"Surphace (formerly Sphere) provides contextual content tools that make connections between text, video, photos and ads. Surphace helps online publishers create a more engaging reader experience leading to longer time spent on site and increased PVs per visit along with a new incremental revenue stream.  Surphace is currently integrated into over 150,000 leading sites and is live on over 1.2 Billion monthly article pages across the web. 

Surphace's core technology is a patent-pending process utilizing Sphereâs proprietary Content Genome.â¢ The Content Genomeâ¢ was developed specifically to deliver high-precision, low-cost (automated) related content delivery in dynamic online publishing and news environments.  Unlike many other solutions, the Content Genomeâ¢ does not require a taxonomy or training â Surphace can index any text artifacts, or media with associated text, and generate related content out of the box. Integration time on the publishersâ side is minimal, and no additional meta-data is required. 

Surphace has a broad range of partners including leading A-list publishers, micro-publishers and independent blogs.",NA,USA,NY,New York,New York,NA,NA,0,0,2005-04-01,2006-05-01,2,3500000,2008-02-02,2013-10-17,4,15,initial-importer,2007-07-06T11:06:43Z,2011-06-17T19:22:37Z,25000000
c:10507,Company,10507,NA,RealEstate.com,realestate,/company/realestate-com,other,acquired,2003-01-01,NA,realestate.com,http://www.realestate.com,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0003/9190/39190v1-max-250x250.png,208,47,NA,NA,"RealEstate gives consumers a way to buy or sell a home through a comprehensive suite of real estate services, tools and helpful advice as they progress through their home buying or selling process. The site provides access to nearly 2 million home listings, 97 million home values and a unique deep-dive view into more than 22,000 cities across the US (100% US city coverage).

In addition to the RealEstate portal, the company operates five distinct business lines including RealEstate, REALTORS®, a company-owned real estate brokerage that operates in 14 markets with more than 1000 sales agents; a Broker Network, a strategic lead generation program for real estate brokers that provides them with incremental, targeted, and high-quality leads; iNest, a lead generator that specializes in newly-constructed homes and offers consumers an exclusive cash bonus program; Domania, a provider or innovative customer acquisition and retention products for banks, mortgage lenders and REALTORS®; and also, a network of geo-targeted advertising opportunities throughout the RealEstate portal.
","real-estate, realestate, homes-for-sale, realtor, realtors, real-estate-agents, real-estate-agent, home-listings, mls, find-a-realtor, new-homes, home, homes, condo, condos, for-sale, buy, sell, buying, selling, multiple-listing-service, mortgage, rates",USA,NC,Charlotte,Charlotte,NA,NA,0,0,NA,NA,0,0,NA,NA,0,7,NA,2008-09-04T17:16:15Z,2013-07-04T21:39:22Z,8250000
c:10512,Company,10512,NA,Mimosa Systems,mimosa systems,/company/mimosa-systems,software,acquired,2003-08-29,NA,mimosasystems.com,http://www.mimosasystems.com,MimosaSystems,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0004/3793/43793v1-max-250x250.jpg,187,58,NA,Data Archiving Software,"Mimosa Systems, Inc. provides content archiving solutions for information immediacy, discovery, and continuity. It offers Mimosa NearPoint, an integrated unstructured information management software for emails, files, and instant messages that enables email and file system archiving, e-discovery, recovery, disaster recovery, and storage management. 

The company was founded in 2003 and is based in Santa Clara, California with additional offices in Germany, the United Kingdom, Japan, China, Australia, and India.",NA,USA,CA,Santa Clara,SF Bay,NA,NA,0,0,2005-12-05,2010-01-12,6,53816776,NA,NA,0,8,erick,2008-09-04T18:00:40Z,2013-03-19T12:53:39Z,112000000
c:1059,Company,1059,NA,Dotspotter,dotspotter,/company/dotspotter,web,acquired,NA,NA,dotspotter.com,http://dotspotter.com,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0000/1282/1282v1-max-250x250.png,200,45,NA,NA,"Dotspotter was an all in one Celebrity and Pop Culture junction where Britney and Angelina obsessed fans could get the latest updates on gossip, celebrity sightings, haute couture taboo and could see the most news worthy photos of videos.  It was a site for the true celebrity voyeur, Dotspotter has garnered serious fandom from the same crowd reading Perez Hilton and other tabloid blogs.  Users are equally involved in the site's community.  They are encouraged to submit photos and other media as well as post recent celeb sightings.  

CBS acquired Dotspotter 10 months after their launch.  The acquisition marked a new interest for CBS to augment its celebrity gossip projects such as The Insider TV show.  In June of 2008, Dotspotter was rebranded as The Insider, a CBS property that had both a web and TV presence. 

","gossip, celebrity, cbs",USA,NA,NA,TBD,NA,NA,0,0,NA,NA,0,0,2006-09-01,2012-01-24,3,1,initial-importer,2007-10-15T10:38:36Z,2012-09-07T11:51:22Z,20000000
c:106,Company,106,NA,iContact,icontact,/company/icontact,messaging,acquired,2003-07-02,NA,icontact.com,http://icontact.com,icontact,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0000/1954/1954v3-max-250x250.png,219,76,NA,email marketing software,"iContact is the largest private provider of email marketing and social media marketing software and services to small and mid-sized companies globally. It is based in Morrisville, NC. iContact makes it easy to create, send, and track email newsletters, surveys, autoresponders. iContact's products include iContact, iContact Enterprise, iContact Agency, iContact for Salesforce, iContact Free Edition and Ettend.com. 

As a B Corporation, iContact utilizes the 4-1s Corporate Social Responsibility Model, donating 1% of employee time to community volunteering, 1% of payroll, 1% of equity, and 1% of product to its local and global community as part of its social mission. iContact works hard to maintain a fun, creative, energetic, challenging, and community-oriented company culture. 

iContact was founded in 2003 by Ryan Allis and Aaron Houghton in Chapel Hill, NC.","icontact, blogs, rss, surveys, community, newsletters, email-marketing, email-marketing-software, email-marketing-social-media-marketing, social-media-marketing",USA,NC,Morrisville,Raleigh-Durham,NA,NA,0,0,2006-05-01,2010-08-30,5,53350000,2010-07-13,2012-08-02,5,20,initial-importer,2007-07-07T07:53:12Z,2011-08-02T17:18:33Z,169000000
c:10604,Company,10604,NA,Internet Brands,internet brands,/company/internet-brands,web,acquired,1998-01-01,NA,internetbrands.com,http://www.InternetBrands.com,NA,http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0002/4688/24688v3-max-250x250.png,246,109,NA,Internet media company,"Internet Brands, Inc. is a leading Internet media company that operates community and e-commerce web sites in the automotive, careers, home, shopping, and travel and leisure categories. With a flexible and scalable platform, Internet Brands operates a rapidly growing network of websites that offer consumers the ability to share information through extensive online communities and make informed purchasing decisions.

Internet Brands' sites are often leaders in their categories and have received dozens of best-in-class awards. Over 95% of the traffic to our websites is from non-paid sources.

Traffic Statistics
* Total Monthly Unique Visitors: 110 million
* Total Monthly Page Views: 800 million
Source: Google Analytics, April 2012
Internet Brands was acquired by [Hellman & Friedman](/company/hellman-friedman).",NA,USA,CA,El Segundo,Los Angeles,NA,NA,0,0,NA,NA,0,0,2010-04-01,2012-05-30,4,21,NA,2008-09-06T01:07:49Z,2012-08-09T19:20:45Z,640000000
