company_id,normalized_name,category_code,status,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,funding_rounds,funding_total_usd,milestones,relationships,aquisition_price_amount,top25pct,top50pct,istop25,istop26_50
c:10507,realestate,other,acquired,208,47,USA,Charlotte,0,0,0,0,0,7,8250000,0,0,0,0
c:10512,mimosa systems,software,acquired,187,58,USA,Santa Clara,0,0,6,53816776,0,8,112000000,57,0,1,0
c:1059,dotspotter,web,acquired,200,45,USA,unknown,0,0,0,0,3,1,20000000,0,0,0,0
c:106,icontact,messaging,acquired,219,76,USA,Morrisville,0,0,5,53350000,5,20,169000000,46,8,1,1
c:10604,internet brands,web,acquired,246,109,USA,El Segundo,0,0,0,0,4,21,640000000,40,0,1,0
c:10617,litmus media,software,acquired,0,0,USA,North Kansas City,0,0,0,0,0,2,13000000,0,0,0,0
c:10656,highschoolalumni,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000000,0,0,0,0
c:1069,mochi media,advertising,acquired,581,437,USA,San Francisco,0,0,2,14000000,4,17,80000000,30,0,1,0
c:1070,eloqua,enterprise,acquired,247,91,USA,Vienna,0,0,2,35800000,4,26,871000000,35,15,1,1
c:10731,3com,web,acquired,141,99,USA,Marlborough,0,0,0,0,3,103,2700000000,36,3,1,1
c:10771,spinner,web,acquired,133,27,unknown,unknown,0,0,0,0,3,7,320000000,67,0,1,0
c:1078,the climate,cleantech,acquired,252,81,USA,San Francisco,0,0,4,108900000,2,28,930000000,45,14,1,1
c:10814,mafiamob tv,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12600,0,0,0,0
c:10864,fetchback,advertising,acquired,250,87,USA,Tempe,0,0,1,1000000,2,13,40000000,0,0,0,0
c:1088,tumblr,web,acquired,210,55,USA,New York,0,0,6,125250000,5,30,1100000000,52,0,1,0
c:10915,loglogic,security,acquired,500,178,USA,San Jose,0,0,1,8800000,3,15,130000000,36,9,1,1
c:11216,securent,software,acquired,164,56,USA,Mountain View,0,0,0,0,1,2,100000000,0,0,0,0
c:11313,mapquest,web,acquired,140,95,USA,Lancaster,0,0,0,0,4,14,1100000000,12,0,1,0
c:114,jaiku,mobile,acquired,500,356,FIN,Helsinki,0,0,0,0,3,2,12000000,0,0,0,0
c:11694,four11,web,acquired,208,65,unknown,unknown,0,0,0,0,1,3,92000000,100,0,1,0
c:11699,yoyodyne entertainment,unknown,acquired,141,49,unknown,unknown,0,0,0,0,1,2,29600000,0,0,0,0
c:11700,geocities,network_hosting,acquired,270,41,unknown,unknown,0,0,4,40000000,3,13,2870000000,42,0,1,0
c:11701,egroups,web,acquired,135,73,USA,San Francisco,0,0,0,0,1,9,432000000,29,0,1,0
c:11709,verdisoft,software,acquired,999,757,USA,Palo Alto,0,0,0,0,0,2,93000000,50,0,1,0
c:11713,inktomi,unknown,acquired,300,231,unknown,unknown,0,0,0,0,0,39,235000000,35,6,1,1
c:11714,alltheweb,unknown,acquired,258,74,unknown,unknown,0,0,0,0,2,0,100000000,0,0,0,0
c:11716,hotjobs,unknown,acquired,307,34,unknown,unknown,0,0,0,0,3,7,436000000,43,14,1,1
c:11716,hotjobs,unknown,acquired,307,34,unknown,unknown,0,0,0,0,3,7,225000000,43,14,1,1
c:11717,launch media,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,13,12000000,45,0,1,0
c:11718,sold com au,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,30000000,0,0,0,0
c:11719,kimo,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,145000000,0,0,0,0
c:11722,broadcast,games_video,acquired,280,48,USA,Dallas,0,0,1,0,0,5,5040000000,0,0,0,0
c:11723,online anywhere,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,80000000,0,0,0,0
c:11724,encompass,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,3,130000000,50,0,1,0
c:11725,log me on,unknown,acquired,124,52,unknown,unknown,0,0,0,0,0,1,10000000,100,0,1,0
c:11726,hyperparallel,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,1,8000000,100,0,1,0
c:11729,viaweb,unknown,acquired,229,91,unknown,unknown,0,0,0,0,0,0,49000000,0,0,0,0
c:11730,net controls,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1400000,0,0,0,0
c:11731,navteq,software,acquired,263,59,USA,Chicago,1,1,0,0,3,26,8100000000,29,5,1,1
c:117415,superclick networks,network_hosting,acquired,237,63,CAN,"Montreal, Qc",0,0,0,0,0,0,15000000,0,0,0,0
c:11887,fundamental data limited,web,acquired,101,76,GBR,London,0,0,0,0,0,0,19000000,0,0,0,0
c:11888,avaak,mobile,acquired,165,42,USA,San Diego,0,0,2,17000000,2,2,31000000,100,0,1,0
c:11932,den bla avis,web,acquired,125,76,DNK,Hoejbjerg,0,0,0,0,1,0,380000000,0,0,0,0
c:1194,pickspal,games_video,acquired,200,53,USA,Mountain View,0,0,4,15000000,2,2,9500000,0,0,0,0
c:11946,marktplaats nl,web,acquired,255,53,unknown,unknown,0,0,0,0,1,3,290000000,0,0,0,0
c:11947,baazee,unknown,acquired,250,64,unknown,unknown,0,0,0,0,1,2,50000000,0,0,0,0
c:11948,eachnet,web,acquired,133,67,unknown,unknown,0,0,0,0,0,0,150000000,0,0,0,0
c:12012,silicon graphics,network_hosting,acquired,0,0,unknown,unknown,0,0,0,0,1,66,25000000,41,10,1,1
c:12019,qumranet,software,acquired,230,55,USA,Sunnyvale,0,0,0,0,1,6,107000000,0,0,0,0
c:12052,kiva systems,hardware,acquired,133,64,USA,North Reading,0,0,2,11600000,3,13,775000000,33,0,1,0
c:12087,rapid reporting,software,acquired,157,89,USA,Fort Worth,0,0,0,0,1,3,72500000,0,0,0,0
c:12118,berkeley networks,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,4,250000000,0,0,0,0
c:1214,quigo,advertising,acquired,188,65,USA,New York,0,0,2,35000000,0,25,363000000,20,0,1,0
c:12171,guardium,search,acquired,1671,736,USA,Waltham,0,0,2,11800000,2,1,225000000,0,0,0,0
c:12178,exacttarget,software,acquired,150,80,USA,Indianapolis,0,0,7,238209999,3,29,2500000000,12,4,1,1
c:12190,voxel internap,network_hosting,acquired,106,46,USA,New York,0,0,1,5500000,3,10,30000000,20,0,1,0
c:12192,legent,software,acquired,141,38,USA,Herndon,0,0,0,0,1,14,1740000000,25,0,1,0
c:12197,kiwibox,web,acquired,233,54,USA,New York,0,0,0,0,3,3,2700000,0,0,0,0
c:1224,peer39,advertising,acquired,167,58,USA,New York,0,0,7,29915001,5,18,15500000,60,0,1,0
c:12243,buzzgain,public_relations,acquired,120,38,USA,Sunnyvale,0,0,0,0,2,5,4000000,50,0,1,0
c:12285,mx logic,security,acquired,153,100,USA,Englewood,0,0,1,4000000,1,5,140000000,60,20,1,1
c:1234,vitrue,enterprise,acquired,142,92,USA,Atlanta,0,0,4,33000000,5,26,300000000,29,7,1,1
c:12348,wildfire a division of google,enterprise,acquired,226,58,USA,Redwood City,0,0,4,14100000,4,19,350000000,50,0,1,0
c:12350,zip2,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,11,307000000,22,0,1,0
c:1238,upcoming,web,acquired,200,57,USA,Santa Clara,0,0,0,0,5,4,1000000,0,0,0,0
c:12404,24 7 real media,advertising,acquired,98,63,USA,New York,0,0,0,0,0,34,649000000,25,5,1,1
c:12411,datacash group,ecommerce,acquired,257,46,GBR,London,1,1,0,0,1,0,520000000,0,0,0,0
c:12420,wrongdiagnosis,web,acquired,159,51,unknown,unknown,0,0,0,0,0,0,6200000,0,0,0,0
c:12421,health grades,web,acquired,213,34,USA,Denver,0,0,0,0,0,0,294000000,0,0,0,0
c:12440,real girls media network,software,acquired,181,90,USA,San Francisco,0,0,1,6000000,3,8,4000000,0,0,0,0
c:12519,web reservations international,web,acquired,201,37,IRL,Dublin,0,0,0,0,2,6,458000000,100,0,1,0
c:12539,targusinfo,consulting,acquired,307,59,USA,McLean,0,0,0,0,3,6,650000000,33,0,1,0
c:1254,curbed network,web,acquired,298,104,USA,New York,0,0,1,1500000,2,5,30000000,20,0,1,0
c:12584,whale communications,software,acquired,465,157,USA,Fort Lee,0,0,3,15000000,0,5,70000000,50,0,1,0
c:126,sidestep,web,acquired,168,59,USA,Santa Clara,0,0,4,32000000,4,12,180000000,70,0,1,0
c:1260,hivelive,enterprise,acquired,200,56,USA,Boulder,0,0,3,8950000,3,8,5600000,50,0,1,0
c:12613,acerno,web,acquired,82,60,USA,New York,0,0,0,0,0,3,95000000,0,0,0,0
c:12625,mezimedia,web,acquired,121,77,USA,Monrovia,0,0,0,0,0,0,352000000,0,0,0,0
c:12626,chinahr,unknown,acquired,231,64,CHN,Beijing,0,0,0,0,0,0,174000000,0,0,0,0
c:12662,mediaselling,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1430000,0,0,0,0
c:12664,visual connection,unknown,acquired,689,317,CZE,Prague,0,0,0,0,3,1,10000000,0,0,0,0
c:12691,vicinity,web,acquired,170,105,USA,Sunnyvale,0,0,0,0,1,9,96000000,38,0,1,0
c:12692,rare,software,acquired,78,112,unknown,unknown,0,0,0,0,0,0,337000000,0,0,0,0
c:12694,obtiva,consulting,acquired,964,262,USA,unknown,0,0,0,0,3,4,2400000,0,0,0,0
c:12723,trusteer,security,acquired,153,52,USA,Boston,0,0,2,10100000,2,6,800000000,33,33,1,1
c:12734,qwitter,web,acquired,327,91,unknown,unknown,0,0,0,0,2,0,11111,0,0,0,0
c:128,farecast,search,acquired,200,48,USA,Seattle,0,0,3,20600000,2,17,115000000,45,9,1,1
c:1283,merchantcircle,web,acquired,67,58,USA,Mountain View,0,0,2,14300000,3,13,60000000,30,20,1,1
c:1285,compete,consulting,acquired,600,200,USA,Boston,0,0,4,33000000,5,35,150000000,38,0,1,0
c:1288,chintano,advertising,acquired,330,111,USA,Seattle,0,0,0,0,0,9,30000000,20,40,1,1
c:129,dailymotion,news,acquired,182,40,FRA,Paris,0,0,3,68500000,4,26,168000000,22,0,1,0
c:12956,infointeractive,software,acquired,202,47,CAN,"Bedford, Nova Scotia",0,0,0,0,0,1,28200000,0,0,0,0
c:129700,atrium medical,biotech,acquired,600,164,USA,Hudson,0,0,0,0,0,6,680000000,0,0,0,0
c:13,stumbleupon,web,acquired,302,78,USA,San Francisco,0,0,4,18500000,5,27,29000000,53,21,1,1
c:13010,gateway,hardware,acquired,155,46,USA,Irvine,0,0,0,0,2,32,710000000,27,0,1,0
c:13011,nullsoft,games_video,acquired,96,60,unknown,unknown,0,0,0,0,1,2,80000000,0,0,0,0
c:13012,moviefone,games_video,acquired,270,270,USA,Chicago,0,0,0,0,2,2,525000000,100,0,1,0
c:13020,icq,public_relations,acquired,288,294,unknown,unknown,0,0,0,0,3,14,187500000,25,0,1,0
c:13020,icq,public_relations,acquired,288,294,unknown,unknown,0,0,0,0,3,14,407000000,25,0,1,0
c:13046,docverse,web,acquired,551,151,USA,San Francisco,0,0,1,1300000,4,8,25000000,50,12,1,1
c:1309,loopt,mobile,acquired,156,67,USA,Mountain View,0,0,4,32006000,3,21,43000000,55,0,1,0
c:13108,inmarsat,unknown,acquired,160,83,unknown,unknown,0,0,0,0,0,2,25000000,100,0,1,0
c:13168,trovix,search,acquired,152,56,USA,Mountain View,0,0,2,18250000,1,3,72500000,100,0,1,0
c:132,last fm,music,acquired,66,42,GBR,London,0,0,1,5000000,5,21,280000000,58,0,1,0
c:13204,auditude,advertising,acquired,563,135,USA,Palo Alto,0,0,5,47500000,2,3,120000000,67,0,1,0
c:132313,society6,unknown,acquired,156,157,USA,Redondo Beach,0,0,0,0,1,3,94000000,100,0,1,0
c:13269,aspect development,software,acquired,0,0,USA,Mountain View,0,0,0,0,1,7,9300000000,14,29,1,1
c:13289,centennial communications,mobile,acquired,216,75,USA,Fort Wayne,0,0,0,0,0,2,944000000,50,50,1,1
c:1334,bankingmyway,web,acquired,183,90,USA,Fort Atkinson,0,0,0,0,0,1,25000000,0,0,0,0
c:1336,omniture,advertising,acquired,150,55,USA,Orem,0,0,1,25000000,3,36,1800000000,18,7,1,1
c:1337,visual sciences,web,acquired,185,62,USA,San Diego,0,0,0,0,0,6,394000000,20,0,1,0
c:13389,drugstore,web,acquired,261,75,USA,Bellevue,0,0,1,63000000,2,17,409000000,46,0,1,0
c:1340,interwoven,enterprise,acquired,243,37,USA,San Jose,0,0,0,0,2,26,775000000,19,19,1,1
c:13402,national semiconductor,semiconductor,acquired,159,49,USA,Santa Clara,1,1,0,0,0,70,6500000000,21,6,1,1
c:13406,mds analytical technologies,biotech,acquired,229,77,USA,Sunnyvale,0,0,0,0,0,2,650000000,50,0,1,0
c:1341,optimost,software,acquired,161,62,USA,San Jose,0,0,0,0,0,2,52000000,0,0,0,0
c:13472,e dialog,consulting,acquired,88,32,AUT,Vienna,0,0,0,0,1,10,157000000,12,0,1,0
c:135,pageflakes,web,acquired,250,64,USA,San Francisco,0,0,2,4100000,5,11,3000000,22,22,1,1
c:13518,quickarrow,software,acquired,175,58,USA,Austin,0,0,0,0,1,1,19400000,0,100,0,1
c:1353,howstuffworks,web,acquired,401,55,USA,Atlanta,0,0,1,75000000,0,4,250000000,25,0,1,0
c:13534,wayport,hardware,acquired,129,60,USA,Irving,0,0,0,0,1,5,275000000,50,0,1,0
c:1356,traffix,web,acquired,195,48,USA,New York,0,0,0,0,0,1,107700000,0,0,0,0
c:13591,adonomics,web,acquired,233,53,unknown,unknown,0,0,0,0,1,1,200000,100,0,1,0
c:1361,realage,web,acquired,129,56,USA,San Diego,0,0,0,0,1,8,100000000,20,0,1,0
c:1365,e ink,hardware,acquired,152,31,USA,Cambridge,0,0,2,52800000,3,6,500000000,67,0,1,0
c:13777,cognovision,software,acquired,800,172,CAN,Markham,0,0,0,0,2,3,25000000,50,0,1,0
c:13778,sendmail,software,acquired,240,35,USA,Emeryville,0,0,0,0,2,23,23000000,10,10,1,1
c:13781,softimage,software,acquired,104,25,CAN,Montreal,0,0,0,0,1,4,35000000,0,0,0,0
c:138072,ekr therapeutics,biotech,acquired,204,84,USA,Bedminster,0,0,0,0,0,3,150000000,0,0,0,0
c:1384,bloglines,web,acquired,206,60,USA,Cary,0,0,0,0,2,3,10000000,0,0,0,0
c:1385,ask,web,acquired,365,241,USA,Oakland,0,0,2,25000000,3,70,1850000000,19,0,1,0
c:13852,mindreef,enterprise,acquired,0,0,USA,Bedford,0,0,0,0,0,1,6000000,0,0,0,0
c:13854,codegear,software,acquired,191,52,USA,San Francisco,0,0,0,0,1,3,20700000,0,50,0,1
c:13864,digitalthink,unknown,acquired,0,0,USA,San Francisco,0,0,0,0,1,10,120000000,30,0,1,0
c:13874,attenex,software,acquired,0,0,USA,Seattle,0,0,1,5000000,1,3,88000000,33,0,1,0
c:1388,the huffington post,news,acquired,663,80,USA,New York,0,0,5,37000000,3,31,315000000,29,0,1,0
c:1390,revolution money,web,acquired,200,48,USA,St. Petersburg,0,0,3,107225000,4,22,300000000,25,0,1,0
c:139031,ixos software ag,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,1,206000000,100,0,1,0
c:13918,morpheum,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,836000,0,0,0,0
c:139237,trustgo,security,acquired,180,180,USA,Santa Clara,0,0,2,1500000,1,2,36000000,0,0,0,0
c:139713,adolor,biotech,acquired,264,79,USA,Exton,0,0,0,0,1,10,453000000,14,0,1,0
c:13986,exanet,other,acquired,170,104,ISR,Ra'anana,0,0,1,18000000,2,6,12000000,0,0,0,0
c:140,slide,public_relations,acquired,108,40,USA,San Francisco,0,0,4,78000000,3,37,182000000,39,22,1,1
c:140137,decompras,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,70000,0,0,0,0
c:140160,duocort pharma,biotech,acquired,188,85,SWE,Helsingborg,0,0,0,0,0,2,164000000,0,0,0,0
c:14036,wichorus,mobile,acquired,131,62,USA,San Jose,0,0,4,42500000,1,18,165000000,43,29,1,1
c:140434,360naija forum,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:140525,fiber materials,hardware,acquired,0,0,USA,Biddeford,0,0,0,0,0,0,14000000,0,0,0,0
c:14071,aapt,public_relations,acquired,124,41,AUS,Sydney NSW,0,0,0,0,0,1,450000000,0,0,0,0
c:140823,stellartv,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5200000,0,0,0,0
c:140897,clipboard,web,acquired,299,83,USA,Bellevue,0,0,1,0,1,0,12000000,0,0,0,0
c:1409,findarticles,web,acquired,200,39,USA,unknown,0,0,0,0,0,0,20000000,0,0,0,0
c:14098,novell,software,acquired,115,50,USA,Waltham,0,0,0,0,3,73,2200000000,12,10,1,1
c:141275,inbaak games,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,15000,0,0,0,0
c:1413,istockphoto,web,acquired,180,45,CAN,Calgary,0,0,0,0,3,3,50000000,0,0,0,0
c:141398,radil,education,acquired,239,75,USA,Columbia,0,0,0,0,0,0,43000000,0,0,0,0
c:141501,rempex pharmaceuticals,biotech,acquired,276,61,USA,San Diego,0,0,1,67500000,1,11,464000000,30,0,1,0
c:141917,point,ecommerce,acquired,120,49,SWE,Stockholm,0,0,0,0,0,0,820000000,0,0,0,0
c:141919,lespac,advertising,acquired,214,78,unknown,unknown,0,0,0,0,0,0,72500000,0,0,0,0
c:141920,tri star electronics international,hardware,acquired,385,129,USA,El Segundo,0,0,0,0,0,0,285000000,0,0,0,0
c:142,bebo,web,acquired,200,74,USA,San Francisco,0,0,1,15000000,3,30,10000000,21,11,1,1
c:142,bebo,web,acquired,200,74,USA,San Francisco,0,0,1,15000000,3,30,850000000,21,11,1,1
c:142004,snip it,web,acquired,218,225,USA,San Francisco,0,0,0,0,2,3,10000000,50,0,1,0
c:142016,secureinfo,software,acquired,185,60,USA,Reston,0,0,0,0,0,1,17500000,0,0,0,0
c:14236,mcafee,security,acquired,123,38,USA,Santa Clara,0,0,0,0,3,75,7680000000,29,10,1,1
c:14300,zilog,unknown,acquired,293,53,unknown,unknown,0,0,0,0,1,8,62400000,0,43,0,1
c:143125,marijuana,ecommerce,acquired,0,0,unknown,unknown,0,0,0,0,0,0,4200000,0,0,0,0
c:1437,etapestry,web,acquired,1222,325,USA,unknown,0,0,1,6500000,0,0,25000000,0,0,0,0
c:143700,gftforex,ecommerce,acquired,133,75,USA,Grand Rapids,0,0,0,0,0,0,73000000,0,0,0,0
c:144273,connecteffects,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2840000,0,0,0,0
c:1444,cnet networks,web,acquired,165,41,USA,San Francisco,1,1,0,0,3,95,1800000000,19,6,1,1
c:144457,summly,mobile,acquired,250,72,GBR,unknown,0,0,2,1530000,2,12,30000000,50,0,1,0
c:144558,goldchild integritas abadi,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,47000000,0,0,0,0
c:14456,canpages,search,acquired,243,69,CAN,British Columbia,0,0,1,110000000,2,8,225000000,33,33,1,1
c:1447,trustedid,security,acquired,625,210,USA,Palo Alto,0,0,3,25000000,2,5,30000000,0,33,0,1
c:14477,fatfoogoo,unknown,acquired,164,82,AUT,Vienna,0,0,0,0,1,1,10000000,0,0,0,0
c:144892,pall,unknown,acquired,216,58,USA,Port Washington,0,0,0,0,0,1,551000000,100,0,1,0
c:144972,whipanorbit,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1400,0,0,0,0
c:1450,phanfare,web,acquired,183,67,USA,Princeton,0,0,3,5000000,4,4,2000000,100,0,1,0
c:145111,monoprice,ecommerce,acquired,274,51,unknown,unknown,0,0,0,0,1,1,180000000,0,0,0,0
c:145184,kor electronics,unknown,acquired,180,117,USA,Cypress,0,0,0,0,0,0,70000000,0,0,0,0
c:14524,air2web,mobile,acquired,149,80,IND,Atlanta,0,0,1,25000000,1,8,19000000,12,12,1,1
c:14532,v7n network,web,acquired,0,0,unknown,unknown,0,0,0,0,0,0,220000,0,0,0,0
c:145631,axelindo pangbara international,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,8800000,0,0,0,0
c:145632,batunas indonesia,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,150000000,0,0,0,0
c:145677,happysns,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,1,20000000,0,0,0,0
c:14608,mfoundry,mobile,acquired,432,144,USA,Larkspur,0,0,3,40300000,5,7,120000000,50,0,1,0
c:146208,mymenumobile,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000000,0,0,0,0
c:146449,bold software,software,acquired,171,37,USA,Wichita,0,0,0,0,0,0,16500000,0,0,0,0
c:1465,sendori,advertising,acquired,331,75,unknown,unknown,0,0,1,800000,3,9,25000000,50,17,1,1
c:146838,leadalytics,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,200000,0,0,0,0
c:146951,adaptix,public_relations,acquired,288,73,USA,Carrollton,0,0,1,1000000,1,1,160000000,0,0,0,0
c:147164,whiptail,enterprise,acquired,137,115,USA,Whippany,0,0,3,31000000,2,3,415000000,0,0,0,0
c:147546,mykonos software,software,acquired,300,82,USA,San Francisco,0,0,1,4000000,1,1,80000000,0,0,0,0
c:148188,thomas betts,other,acquired,429,52,USA,Memphis,0,0,0,0,0,2,3900000000,0,0,0,0
c:148282,navilyst medical,biotech,acquired,271,125,USA,Marlborough,0,0,0,0,0,1,372000000,0,0,0,0
c:148332,corzen,unknown,acquired,0,0,USA,New York,0,0,0,0,1,2,30000000,0,100,0,1
c:14854,vontu,software,acquired,0,0,USA,San Francisco,0,0,2,20000000,1,9,350000000,62,0,1,0
c:14861,vocollect,hardware,acquired,420,78,USA,Pittsburgh,0,0,0,0,1,13,190000000,0,0,0,0
c:149089,northridge,consulting,acquired,800,149,USA,Charlotte,0,0,0,0,2,3,14400000,0,0,0,0
c:1499,snapvine,other,acquired,155,65,USA,Seattle,0,0,2,12000000,3,6,10000000,33,33,1,1
c:149918,confio software,software,acquired,1187,325,USA,Boulder,0,0,0,0,0,5,103000000,0,0,0,0
c:150080,ceptaris therapeutics,biotech,acquired,356,100,USA,Malvern,0,0,2,25000000,1,14,250000000,46,0,1,0
c:150218,roundarch,software,acquired,237,27,USA,Chicago,0,0,0,0,1,4,125000000,0,0,0,0
c:150417,helen of troy,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,260000000,0,0,0,0
c:150422,lightwire,enterprise,acquired,273,83,USA,Santa Clara,0,0,1,14000000,0,2,271000000,0,0,0,0
c:15070,emagic,unknown,acquired,0,0,USA,Milwaukee,0,0,0,0,0,0,30000000,0,0,0,0
c:15088,sterling commerce,software,acquired,185,159,USA,Dublin,0,0,0,0,1,9,1400000000,11,11,1,1
c:15088,sterling commerce,software,acquired,185,159,USA,Dublin,0,0,0,0,1,9,3900000000,11,11,1,1
c:15123,rhythm newmedia,advertising,acquired,1439,556,USA,Mountain View,0,0,4,28932322,3,28,65000000,41,14,1,1
c:15142,quest software,software,acquired,200,62,USA,Aliso Viejo,4,4,0,0,2,19,2400000000,0,17,0,1
c:151535,4m wireless,mobile,acquired,277,89,GBR,Luton,0,0,0,0,0,4,9000000,0,0,0,0
c:15154,transmeta,hardware,acquired,129,28,USA,Santa Clara,0,0,0,0,1,7,255600000,100,17,1,1
c:15175,robobat,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,33000000,0,0,0,0
c:151787,rooftop communications,advertising,acquired,349,38,USA,Baltimore,0,0,0,0,0,1,57000000,0,0,0,0
c:152124,author solutions,unknown,acquired,235,79,USA,Bloomington,0,0,0,0,1,12,116000000,17,0,1,0
c:152371,tokyo electron,unknown,acquired,239,43,JPN,Tokyo,0,0,0,0,1,5,9400000000,25,25,1,1
c:1524,fraud sciences,security,acquired,199,51,USA,Palo Alto,0,0,1,11000000,1,3,169000000,0,0,0,0
c:152433,social hour,games_video,acquired,0,0,unknown,unknown,0,0,0,0,1,2,51500000,0,0,0,0
c:152466,logod softwear,unknown,acquired,117,78,USA,Cheshire,0,0,0,0,0,0,8300000,0,0,0,0
c:152682,ims research,consulting,acquired,186,61,GBR,Wellingborough,0,0,0,0,0,2,46000000,0,0,0,0
c:152700,performancesoft,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,16500000,0,0,0,0
c:152909,ireputationreviews,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,4000,0,0,0,0
c:152910,reputationmanagement,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,23690,0,0,0,0
c:152911,repairreputation,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,18500,0,0,0,0
c:152912,onlinereputationservices,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,14250,0,0,0,0
c:152913,reputationmanagementagency,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,17500,0,0,0,0
c:15294,sensage,security,acquired,189,73,USA,San Francisco,0,0,6,37079000,1,6,24000000,67,0,1,0
